ticket_number,date,time,article,Quantity,unit_price_euro
152525,2021-01-19,13:03,DIVERS PATISSERIE,1,4.00
152526,2021-01-19,13:04,BAGUETTE,2,0.90
152532,2021-01-19,13:14,DIVERS PATISSERIE,1,6.00
152534,2021-01-19,13:18,BOULE 400G,1,1.50
152536,2021-01-19,13:26,TRADITIONAL BAGUETTE,1,1.20
152537,2021-01-19,13:38,TRADITIONAL BAGUETTE,1,1.20
152541,2021-01-19,13:54,SANDWICH COMPLET,2,4.50
152542,2021-01-19,13:57,SAND JB EMMENTAL,1,3.50
152545,2021-01-19,14:01,COMPLET,1,1.50
152545,2021-01-19,14:01,COUPE,1,0.15
152548,2021-01-19,17:08,TRADITIONAL BAGUETTE,9,1.20
152550,2021-01-19,17:15,TRADITIONAL BAGUETTE,1,1.20
152551,2021-01-19,17:19,COUPE,2,0.15
152553,2021-01-19,17:38,TRADITIONAL BAGUETTE,1,1.20
152555,2021-01-19,17:46,COUPE,1,0.15
152555,2021-01-19,17:46,BOULE 400G,1,1.50
152558,2021-01-19,17:59,TRADITIONAL BAGUETTE,1,1.20
152559,2021-01-19,18:00,PAIN BANETTE,1,1.40
152560,2021-01-19,18:01,QUIM BREAD,2,1.00
152561,2021-01-19,18:09,PAIN,1,1.15
152563,2021-01-19,18:10,TRADITIONAL BAGUETTE,1,1.20
152564,2021-01-19,18:12,TRADITIONAL BAGUETTE,2,1.20
152565,2021-01-19,18:15,TRADITIONAL BAGUETTE,2,1.20
152565,2021-01-19,18:15,DIVERS CONFISERIE,1,3.00
152569,2021-01-19,18:25,CHAUSSON AUX POMMES,1,1.40
152570,2021-01-19,18:34,TRADITIONAL BAGUETTE,3,1.20
152572,2021-01-19,18:46,CROISSANT,2,1.10
152574,2021-01-21,8:47,BAGUETTE,1,0.90
152574,2021-01-21,8:47,CROISSANT,1,1.10
152575,2021-01-21,9:10,BAGUETTE,1,0.90
152585,2021-01-21,10:07,BANETTE,1,1.05
152586,2021-01-21,10:09,BAGUETTE,1,0.90
152588,2021-01-21,10:22,TRADITIONAL BAGUETTE,2,1.20
152589,2021-01-21,10:24,BAGUETTE,1,0.90
152590,2021-01-21,10:26,COUPE,1,0.15
152590,2021-01-21,10:26,PAIN AUX RAISINS,1,1.40
152590,2021-01-21,10:26,SPECIAL BREAD,1,2.40
152592,2021-01-21,10:32,TRADITIONAL BAGUETTE,1,1.20
152592,2021-01-21,10:32,BANETTINE,1,0.60
152595,2021-01-21,10:51,BAGUETTE,1,0.90
152596,2021-01-21,10:52,TRADITIONAL BAGUETTE,1,1.20
152597,2021-01-21,10:54,TRADITIONAL BAGUETTE,1,1.20
152600,2021-01-21,11:04,QUIM BREAD,1,1.00
152601,2021-01-21,11:05,BAGUETTE,4,0.90
152601,2021-01-21,11:05,TARTELETTE,1,2.00
152603,2021-01-21,11:17,DIVERS VIENNOISERIE,1,4.00
152604,2021-01-21,11:18,DEMI BAGUETTE,1,0.45
152604,2021-01-21,11:18,TRADITIONAL BAGUETTE,1,1.20
152605,2021-01-21,11:20,TRADITIONAL BAGUETTE,1,1.20
152605,2021-01-21,11:20,CROISSANT,2,1.10
152605,2021-01-21,11:20,FICELLE,1,0.60
152607,2021-01-21,11:22,BANETTINE,1,0.60
152607,2021-01-21,11:22,BANETTE,1,1.05
152611,2021-01-21,11:37,CAMPAGNE,2,1.80
152611,2021-01-21,11:37,COUPE,2,0.15
152612,2021-01-21,11:40,BAGUETTE,1,0.90
152616,2021-01-21,11:46,TRADITIONAL BAGUETTE,1,1.20
152617,2021-01-21,11:50,TRADITIONAL BAGUETTE,1,1.20
152619,2021-01-21,11:59,PARIS BREST,3,2.00
152622,2021-01-21,12:07,BOULE 200G,1,1.10
152623,2021-01-21,12:07,BANETTE,1,1.05
152625,2021-01-21,12:14,CAMPAGNE,1,1.80
152632,2021-01-21,12:28,TARTELETTE,3,2.00
152633,2021-01-21,12:30,BAGUETTE,1,0.90
152634,2021-01-21,12:33,BOULE 400G,1,1.50
152636,2021-01-21,12:37,COUPE,1,0.15
152639,2021-01-21,12:39,TARTELETTE,1,2.00
152640,2021-01-21,12:39,BAGUETTE,2,0.90
152641,2021-01-21,12:45,TRADITIONAL BAGUETTE,1,1.20
152644,2021-01-21,12:47,BANETTE,1,1.05
152644,2021-01-21,12:47,TRADITIONAL BAGUETTE,2,1.20
152646,2021-01-21,13:00,BANETTE,1,1.05
152648,2021-01-21,13:04,TRADITIONAL BAGUETTE,3,1.20
152649,2021-01-21,13:05,DEMI BAGUETTE,1,0.45
152650,2021-01-21,13:06,BOULE 400G,1,1.50
152650,2021-01-21,13:06,FINANCIER X5,1,3.00
152651,2021-01-21,13:06,TRADITIONAL BAGUETTE,1,1.20
152654,2021-01-21,13:10,TRADITIONAL BAGUETTE,1,1.20
152656,2021-01-21,13:11,BANETTINE,1,0.60
152657,2021-01-21,13:13,CEREAL BAGUETTE,1,1.25
152659,2021-01-21,13:14,TRADITIONAL BAGUETTE,2,1.20
152660,2021-01-21,13:17,TRADITIONAL BAGUETTE,1,1.20
152661,2021-01-21,13:20,TRADITIONAL BAGUETTE,3,1.20
152662,2021-01-21,13:21,COUPE,2,0.15
152665,2021-01-21,13:24,FORMULE SANDWICH,1,6.50
152674,2021-01-21,13:38,BAGUETTE,1,0.90
152675,2021-01-21,13:44,TRADITIONAL BAGUETTE,2,1.20
152676,2021-01-21,13:45,DIVERS SANDWICHS,1,5.00
152677,2021-01-21,13:46,TRADITIONAL BAGUETTE,1,1.20
152680,2021-01-21,13:52,CROISSANT,2,1.10
152681,2021-01-21,13:57,BOISSON 33CL,2,1.50
152683,2021-01-21,14:03,FORMULE SANDWICH,1,6.50
152685,2021-01-21,17:02,MOISSON,1,2.00
152687,2021-01-21,17:09,BAGUETTE,1,0.90
152688,2021-01-21,17:14,CAMPAGNE,1,1.80
152689,2021-01-21,17:26,DIVERS VIENNOISERIE,1,6.00
152690,2021-01-21,17:40,QUIM BREAD,1,1.00
152690,2021-01-21,17:40,KOUIGN AMANN,1,2.10
152692,2021-01-21,17:43,TRADITIONAL BAGUETTE,1,1.20
152693,2021-01-21,17:50,MOISSON,1,2.00
152693,2021-01-21,17:50,BANETTE,1,1.05
152695,2021-01-21,17:53,TRADITIONAL BAGUETTE,2,1.20
152696,2021-01-21,17:58,FONDANT CHOCOLAT,1,2.50
152696,2021-01-21,17:58,TRADITIONAL BAGUETTE,1,1.20
152699,2021-01-21,18:23,TRADITIONAL BAGUETTE,4,1.20
152702,2021-01-21,18:30,BOISSON 33CL,1,1.50
152702,2021-01-21,18:30,PAIN CHOCO AMANDES,1,1.50
152704,2021-01-21,18:35,BAGUETTE,1,0.90
152704,2021-01-21,18:35,COUPE,1,0.15
152707,2021-01-21,18:39,TRADITIONAL BAGUETTE,2,1.20
152708,2021-01-21,18:42,TRADITIONAL BAGUETTE,1,1.20
152708,2021-01-21,18:42,COOKIE,1,1.00
152713,2021-01-22,8:50,SACHET VIENNOISERIE,1,4.00
152714,2021-01-22,8:57,CROISSANT,2,1.10
152715,2021-01-22,9:03,BANETTINE,1,0.60
152716,2021-01-22,9:06,COUPE,1,0.15
152718,2021-01-22,9:26,PAIN AUX RAISINS,2,1.40
152722,2021-01-22,9:41,TRADITIONAL BAGUETTE,1,1.20
152723,2021-01-22,9:43,TRADITIONAL BAGUETTE,2,1.20
152724,2021-01-22,9:46,COUPE,1,0.15
152725,2021-01-22,9:48,PAIN AU CHOCOLAT,2,1.20
152729,2021-01-22,10:02,BANETTE,1,1.05
152733,2021-01-22,10:12,TRADITIONAL BAGUETTE,1,1.20
152735,2021-01-22,10:14,BANETTINE,2,0.60
152736,2021-01-22,10:16,BANETTINE,1,0.60
152737,2021-01-22,10:26,BANETTINE,1,0.60
152738,2021-01-22,10:31,COUPE,1,0.15
152739,2021-01-22,10:31,TRADITIONAL BAGUETTE,2,1.20
152740,2021-01-22,10:37,CROISSANT,1,1.10
152740,2021-01-22,10:37,PAIN AU CHOCOLAT,1,1.20
152743,2021-01-22,10:57,TRADITIONAL BAGUETTE,1,1.20
152745,2021-01-22,11:14,TRADITIONAL BAGUETTE,1,1.20
152746,2021-01-22,11:15,PAIN AU CHOCOLAT,1,1.20
152747,2021-01-22,11:16,COUPE,1,0.15
152748,2021-01-22,11:16,TRADITIONAL BAGUETTE,1,1.20
152748,2021-01-22,11:16,CROISSANT,1,1.10
152749,2021-01-22,11:17,BOULE 400G,1,1.50
152750,2021-01-22,11:23,BAGUETTE,3,0.90
152753,2021-01-22,11:29,BAGUETTE,1,0.90
152754,2021-01-22,11:36,BANETTE,1,1.05
152754,2021-01-22,11:36,BANETTINE,1,0.60
152755,2021-01-22,11:37,DEMI BAGUETTE,1,0.45
152756,2021-01-22,11:41,TRADITIONAL BAGUETTE,1,1.20
152757,2021-01-22,11:42,TRADITIONAL BAGUETTE,1,1.20
152758,2021-01-22,11:45,COUPE,1,0.15
152759,2021-01-22,11:46,TRADITIONAL BAGUETTE,1,1.20
152761,2021-01-22,11:49,BOULE 400G,1,1.50
152761,2021-01-22,11:49,COUPE,2,0.15
152761,2021-01-22,11:49,BOULE 200G,1,1.10
152765,2021-01-22,12:00,TRADITIONAL BAGUETTE,2,1.20
152766,2021-01-22,12:02,BAGUETTE,1,0.90
152767,2021-01-22,12:04,FORMULE SANDWICH,2,6.50
152767,2021-01-22,12:04,FINANCIER X5,1,3.00
152767,2021-01-22,12:04,GAL FRANGIPANE 6P,1,12.00
152768,2021-01-22,12:06,PAIN BANETTE,1,1.40
152769,2021-01-22,12:08,BANETTE,1,1.05
152770,2021-01-22,12:11,BANETTE,1,1.05
152772,2021-01-22,12:18,TRADITIONAL BAGUETTE,1,1.20
152774,2021-01-22,12:25,COMPLET,2,1.50
152774,2021-01-22,12:25,COUPE,1,0.15
152774,2021-01-22,12:25,MOISSON,1,2.00
152775,2021-01-22,12:25,TRADITIONAL BAGUETTE,1,1.20
152776,2021-01-22,12:27,CEREAL BAGUETTE,2,1.25
152777,2021-01-22,12:27,TRADITIONAL BAGUETTE,5,1.20
152778,2021-01-22,12:28,BAGUETTE,5,0.90
152779,2021-01-22,12:29,VIK BREAD,1,2.50
152780,2021-01-22,12:34,TRADITIONAL BAGUETTE,1,1.20
152783,2021-01-22,12:38,COUPE,1,0.15
152786,2021-01-22,12:40,TRADITIONAL BAGUETTE,1,1.20
152787,2021-01-22,12:42,TRADITIONAL BAGUETTE,1,1.20
152788,2021-01-22,12:46,TRADITIONAL BAGUETTE,1,1.20
152789,2021-01-22,12:49,TRADITIONAL BAGUETTE,1,1.20
152790,2021-01-22,12:51,BANETTE,1,1.05
152790,2021-01-22,12:51,PAIN BANETTE,1,1.40
152792,2021-01-22,12:55,TRADITIONAL BAGUETTE,4,1.20
152793,2021-01-22,12:57,DIVERS SANDWICHS,1,5.00
152793,2021-01-22,12:57,FLAN ABRICOT,1,2.10
152793,2021-01-22,12:57,TARTELETTE,1,2.00
152794,2021-01-22,12:58,TRADITIONAL BAGUETTE,2,1.20
152795,2021-01-22,13:00,GACHE,1,5.00
152795,2021-01-22,13:00,CROISSANT AMANDES,2,1.40
152795,2021-01-22,13:00,PAIN AU CHOCOLAT,2,1.20
152795,2021-01-22,13:00,SPECIAL BREAD,2,2.40
152795,2021-01-22,13:00,COUPE,2,0.15
152796,2021-01-22,13:06,CROISSANT AMANDES,1,1.40
152796,2021-01-22,13:06,TRADITIONAL BAGUETTE,2,1.20
152798,2021-01-22,13:08,GAL FRANGIPANE 4P,1,8.00
152798,2021-01-22,13:08,CROISSANT,2,1.10
152800,2021-01-22,13:09,TRADITIONAL BAGUETTE,1,1.20
152801,2021-01-22,13:10,VIK BREAD,1,2.50
152803,2021-01-22,13:10,TARTELETTE,2,2.00
152804,2021-01-22,13:12,FORMULE SANDWICH,1,6.50
152807,2021-01-22,13:13,BAGUETTE,1,0.90
152808,2021-01-22,13:17,DIVERS SANDWICHS,1,2.50
152809,2021-01-22,13:18,GAL FRANGIPANE 6P,1,12.00
152810,2021-01-22,13:20,BAGUETTE,1,0.90
152811,2021-01-22,13:29,TRADITIONAL BAGUETTE,2,1.20
152814,2021-01-22,13:42,SPECIAL BREAD,1,2.40
152814,2021-01-22,13:42,TARTELETTE,1,2.00
152816,2021-01-22,13:51,DIVERS SANDWICHS,1,2.50
152817,2021-01-22,13:57,FLAN ABRICOT,2,2.10
152818,2021-01-22,13:58,KOUIGN AMANN,1,2.10
152821,2021-01-22,17:02,TRADITIONAL BAGUETTE,2,1.20
152826,2021-01-22,17:25,NANTAIS,1,2.50
152827,2021-01-22,17:30,BANETTE,1,1.05
152828,2021-01-22,17:31,GAL FRANGIPANE 4P,1,8.00
152829,2021-01-22,17:35,TRADITIONAL BAGUETTE,2,1.20
152831,2021-01-22,17:45,TRADITIONAL BAGUETTE,1,1.20
152832,2021-01-22,17:46,KOUIGN AMANN,1,2.10
152832,2021-01-22,17:46,FICELLE,1,0.60
152835,2021-01-22,17:59,TRADITIONAL BAGUETTE,1,1.20
152836,2021-01-22,18:12,TRADITIONAL BAGUETTE,2,1.20
152837,2021-01-22,18:13,COMPLET,1,1.50
152838,2021-01-22,18:17,FONDANT CHOCOLAT,1,2.50
152838,2021-01-22,18:17,CAMPAGNE,1,1.80
152838,2021-01-22,18:17,BOULE POLKA,1,1.60
152838,2021-01-22,18:17,NANTAIS,1,2.50
152839,2021-01-22,18:18,TARTELETTE,2,2.00
152839,2021-01-22,18:18,TRADITIONAL BAGUETTE,2,1.20
152839,2021-01-22,18:18,PARIS BREST,1,2.00
152841,2021-01-22,18:20,CEREAL BAGUETTE,1,1.25
152841,2021-01-22,18:20,QUIM BREAD,1,1.00
152846,2021-01-22,18:46,CEREAL BAGUETTE,1,1.25
152848,2021-01-23,8:50,CROISSANT,4,1.10
152849,2021-01-23,8:51,PAIN AU CHOCOLAT,1,1.20
152849,2021-01-23,8:51,BOISSON 33CL,2,1.50
152849,2021-01-23,8:51,FICELLE,1,0.60
152850,2021-01-23,8:53,CROISSANT,1,1.10
152851,2021-01-23,9:04,GAL FRANGIPANE 6P,4,12.00
152852,2021-01-23,9:05,CHAUSSON AUX POMMES,1,1.40
152852,2021-01-23,9:05,PAIN AU CHOCOLAT,3,1.20
152853,2021-01-23,9:05,PAIN,1,1.15
152856,2021-01-23,9:18,COUPE,1,0.15
152858,2021-01-23,9:44,TRADITIONAL BAGUETTE,-3,1.20
152859,2021-01-23,9:44,TRADITIONAL BAGUETTE,3,1.20
152860,2021-01-23,9:46,PAIN AU CHOCOLAT,2,1.20
152860,2021-01-23,9:46,CROISSANT,2,1.10
152861,2021-01-23,9:47,BAGUETTE,2,0.90
152863,2021-01-23,9:52,BAGUETTE,2,0.90
152864,2021-01-23,9:53,PAIN AU CHOCOLAT,1,1.20
152865,2021-01-23,9:56,CROISSANT,1,1.10
152868,2021-01-23,10:03,TRADITIONAL BAGUETTE,1,1.20
152869,2021-01-23,10:07,COOKIE,1,1.00
152870,2021-01-23,10:08,PAIN,1,1.15
152874,2021-01-23,10:26,BAGUETTE,1,0.90
152874,2021-01-23,10:26,CEREAL BAGUETTE,1,1.25
152875,2021-01-23,10:30,BANETTE,1,1.05
152876,2021-01-23,10:31,BAGUETTE,1,0.90
152877,2021-01-23,10:35,BANETTINE,1,0.60
152879,2021-01-23,10:42,PAIN,2,1.15
152880,2021-01-23,10:44,TRADITIONAL BAGUETTE,1,1.20
152880,2021-01-23,10:44,PAIN AU CHOCOLAT,2,1.20
152881,2021-01-23,10:45,BANETTINE,1,0.60
152883,2021-01-23,10:48,BAGUETTE,1,0.90
152885,2021-01-23,10:56,BANETTE,2,1.05
152887,2021-01-23,11:00,NANTAIS,1,2.50
152891,2021-01-23,11:10,TRADITIONAL BAGUETTE,2,1.20
152892,2021-01-23,11:14,TRADITIONAL BAGUETTE,2,1.20
152895,2021-01-23,11:28,TRADITIONAL BAGUETTE,1,1.20
152895,2021-01-23,11:28,PAIN AU CHOCOLAT,2,1.20
152897,2021-01-23,11:33,TRADITIONAL BAGUETTE,2,1.20
152897,2021-01-23,11:33,BAGUETTE,1,0.90
152897,2021-01-23,11:33,CROISSANT,3,1.10
152897,2021-01-23,11:33,PAIN AU CHOCOLAT,3,1.20
152902,2021-01-23,11:49,MILLES FEUILLES,3,2.00
152903,2021-01-23,11:50,COMPLET,1,1.50
152904,2021-01-23,11:51,PAIN AU CHOCOLAT,3,1.20
152905,2021-01-23,11:53,BAGUETTE,1,0.90
152906,2021-01-23,11:57,TRADITIONAL BAGUETTE,1,1.20
152909,2021-01-23,12:03,TRADITIONAL BAGUETTE,2,1.20
152911,2021-01-23,12:07,COUPE,1,0.15
152911,2021-01-23,12:07,TRADITIONAL BAGUETTE,1,1.20
152911,2021-01-23,12:07,COMPLET,1,1.50
152912,2021-01-23,12:07,TRADITIONAL BAGUETTE,1,1.20
152913,2021-01-23,12:08,TRADITIONAL BAGUETTE,1,1.20
152913,2021-01-23,12:08,BAGUETTE,6,0.90
152915,2021-01-23,12:10,BOULE 400G,1,1.50
152915,2021-01-23,12:10,COUPE,1,0.15
152915,2021-01-23,12:10,MOISSON,1,2.00
152918,2021-01-23,12:24,CEREAL BAGUETTE,1,1.25
152919,2021-01-23,12:25,TRADITIONAL BAGUETTE,2,1.20
152920,2021-01-23,12:25,BAGUETTE,1,0.90
152920,2021-01-23,12:25,TRADITIONAL BAGUETTE,1,1.20
152921,2021-01-23,12:27,TRADITIONAL BAGUETTE,2,1.20
152922,2021-01-23,12:27,VIK BREAD,1,2.50
152926,2021-01-23,12:35,TRADITIONAL BAGUETTE,1,1.20
152928,2021-01-23,12:42,COUPE,1,0.15
152928,2021-01-23,12:42,CHAUSSON AUX POMMES,2,1.40
152930,2021-01-23,12:46,VIK BREAD,1,2.50
152931,2021-01-23,12:48,PAIN BANETTE,1,1.40
152931,2021-01-23,12:48,BANETTE,2,1.05
152932,2021-01-23,12:50,SPECIAL BREAD,1,2.40
152932,2021-01-23,12:50,COUPE,2,0.15
152933,2021-01-23,12:51,BRIOCHE,1,5.00
152934,2021-01-23,12:52,CHAUSSON AUX POMMES,1,1.40
152934,2021-01-23,12:52,DIVERS VIENNOISERIE,1,6.00
152935,2021-01-23,12:53,TRADITIONAL BAGUETTE,1,1.20
152936,2021-01-23,12:57,TRADITIONAL BAGUETTE,1,1.20
152938,2021-01-23,12:59,TRADITIONAL BAGUETTE,2,1.20
152940,2021-01-23,13:09,TRADITIONAL BAGUETTE,1,1.20
152941,2021-01-23,13:11,COUPE,1,0.15
152942,2021-01-23,13:12,GAL FRANGIPANE 4P,1,8.00
152943,2021-01-23,13:14,BAGUETTE,1,0.90
152944,2021-01-23,13:14,TRADITIONAL BAGUETTE,1,1.20
152946,2021-01-23,13:16,TRADITIONAL BAGUETTE,4,1.20
152951,2021-01-23,13:31,DIVERS SANDWICHS,1,3.00
152952,2021-01-23,13:32,BANETTE,1,1.05
152953,2021-01-23,13:33,DIVERS SANDWICHS,1,1.50
152955,2021-01-23,13:40,TRADITIONAL BAGUETTE,1,1.20
152956,2021-01-23,13:41,CAMPAGNE,1,1.80
152957,2021-01-23,13:43,CROISSANT AMANDES,1,1.40
152958,2021-01-23,13:45,SPECIAL BREAD,1,2.40
152960,2021-01-23,13:48,PAIN,1,1.15
152961,2021-01-23,13:52,TRADITIONAL BAGUETTE,1,1.20
152962,2021-01-23,14:03,SANDWICH COMPLET,1,4.50
152963,2021-01-23,14:07,SAND JB EMMENTAL,2,3.50
152965,2021-01-23,17:13,BOULE 400G,1,1.50
152969,2021-01-23,17:32,PAIN BANETTE,1,1.40
152971,2021-01-23,17:34,SACHET DE CROUTON,1,1.60
152972,2021-01-23,17:36,TRADITIONAL BAGUETTE,3,1.20
152973,2021-01-23,17:39,SEIGLE,1,1.80
152975,2021-01-23,17:44,CAMPAGNE,1,1.80
152976,2021-01-23,17:44,DIVERS VIENNOISERIE,1,6.00
152977,2021-01-23,17:51,COUPE,1,0.15
152977,2021-01-23,17:51,FINANCIER X5,2,3.00
152977,2021-01-23,17:51,DIVERS VIENNOISERIE,1,6.00
152978,2021-01-23,17:52,FICELLE,-1,0.60
152978,2021-01-23,17:52,DIVERS VIENNOISERIE,-1,6.00
152978,2021-01-23,17:52,FINANCIER X5,-2,3.00
152979,2021-01-23,17:52,COUPE,1,0.15
152979,2021-01-23,17:52,DIVERS VIENNOISERIE,1,6.00
152980,2021-01-23,17:59,TRADITIONAL BAGUETTE,1,1.20
152981,2021-01-23,18:01,SUCETTE,1,0.30
152985,2021-01-23,18:14,TRADITIONAL BAGUETTE,2,1.20
152987,2021-01-23,18:35,SEIGLE,1,1.80
152987,2021-01-23,18:35,DIVERS VIENNOISERIE,1,6.00
152988,2021-01-23,18:37,CROISSANT,1,1.10
152989,2021-01-23,18:41,COOKIE,1,1.00
152990,2021-01-23,18:41,TRADITIONAL BAGUETTE,1,1.20
152992,2021-01-24,8:47,TRADITIONAL BAGUETTE,5,1.20
152994,2021-01-24,9:07,COUPE,1,0.15
152994,2021-01-24,9:07,BOULE 200G,1,1.10
152994,2021-01-24,9:07,CROISSANT,5,1.10
152994,2021-01-24,9:07,DEMI BAGUETTE,1,0.45
152995,2021-01-24,9:15,PAIN CHOCO AMANDES,2,1.50
152996,2021-01-24,9:19,PAIN AU CHOCOLAT,2,1.20
152997,2021-01-24,9:21,BANETTE,4,1.05
152997,2021-01-24,9:21,FICELLE,1,0.60
152999,2021-01-24,9:42,CROISSANT,3,1.10
153000,2021-01-24,9:43,TRADITIONAL BAGUETTE,1,1.20
153000,2021-01-24,9:43,BRIOCHE,1,5.00
153001,2021-01-24,9:45,TARTELETTE,2,2.00
153003,2021-01-24,9:48,TRADITIONAL BAGUETTE,1,1.20
153003,2021-01-24,9:48,BAGUETTE,1,0.90
153003,2021-01-24,9:48,CROISSANT,2,1.10
153004,2021-01-24,9:49,CROISSANT,4,1.10
153004,2021-01-24,9:49,BAGUETTE,1,0.90
153006,2021-01-24,9:59,TRADITIONAL BAGUETTE,2,1.20
153007,2021-01-24,10:01,GAL FRANGIPANE 6P,1,12.00
153007,2021-01-24,10:01,TRADITIONAL BAGUETTE,1,1.20
153007,2021-01-24,10:01,PAIN AU CHOCOLAT,5,1.20
153008,2021-01-24,10:02,GAL FRANGIPANE 4P,1,8.00
153009,2021-01-24,10:04,TRADITIONAL BAGUETTE,1,1.20
153011,2021-01-24,10:15,COUPE,1,0.15
153014,2021-01-24,10:19,MOISSON,1,2.00
153014,2021-01-24,10:19,CROISSANT,2,1.10
153015,2021-01-24,10:20,CROISSANT,3,1.10
153016,2021-01-24,10:24,TRADITIONAL BAGUETTE,2,1.20
153017,2021-01-24,10:27,BANETTE,1,1.05
153022,2021-01-24,10:40,BOULE 400G,1,1.50
153022,2021-01-24,10:40,SAVARIN,1,2.00
153023,2021-01-24,10:42,TRADITIONAL BAGUETTE,2,1.20
153029,2021-01-24,10:52,BANETTE,1,1.05
153031,2021-01-24,10:56,BANETTE,1,1.05
153032,2021-01-24,10:57,TRADITIONAL BAGUETTE,2,1.20
153032,2021-01-24,10:57,COUPE,1,0.15
153032,2021-01-24,10:57,VIK BREAD,1,2.50
153034,2021-01-24,10:59,CROISSANT,1,1.10
153037,2021-01-24,11:08,GAL FRANGIPANE 4P,1,8.00
153038,2021-01-24,11:09,TRADITIONAL BAGUETTE,1,1.20
153038,2021-01-24,11:09,SEIGLE,1,1.80
153039,2021-01-24,11:10,CROISSANT,4,1.10
153039,2021-01-24,11:10,TRADITIONAL BAGUETTE,1,1.20
153041,2021-01-24,11:13,BAGUETTE,1,0.90
153043,2021-01-24,11:19,SACHET VIENNOISERIE,1,4.00
153044,2021-01-24,11:20,TRADITIONAL BAGUETTE,2,1.20
153045,2021-01-24,11:20,BAGUETTE,1,0.90
153046,2021-01-24,11:21,BAGUETTE,1,0.90
153046,2021-01-24,11:21,BOULE 200G,1,1.10
153051,2021-01-24,11:23,PARIS BREST,1,2.00
153051,2021-01-24,11:23,COUPE,2,0.15
153051,2021-01-24,11:23,COUPE,1,0.15
153052,2021-01-24,11:25,BOULE 200G,1,1.10
153053,2021-01-24,11:25,PAIN BANETTE,1,1.40
153055,2021-01-24,11:27,COUPE,1,0.15
153057,2021-01-24,11:31,COUPE,1,0.15
153058,2021-01-24,11:32,COUPE,1,0.15
153059,2021-01-24,11:35,CROISSANT,2,1.10
153060,2021-01-24,11:36,SAVARIN,1,2.00
153061,2021-01-24,11:37,BANETTE,1,1.05
153061,2021-01-24,11:37,COUPE,1,0.15
153062,2021-01-24,11:38,VIK BREAD,2,2.50
153064,2021-01-24,11:39,TRADITIONAL BAGUETTE,2,1.20
153064,2021-01-24,11:39,COUPE,1,0.15
153065,2021-01-24,11:40,BANETTE,1,1.05
153066,2021-01-24,11:40,TRADITIONAL BAGUETTE,1,1.20
153068,2021-01-24,11:42,SPECIAL BREAD,1,2.40
153069,2021-01-24,11:44,KOUIGN AMANN,1,2.10
153069,2021-01-24,11:44,PARIS BREST,1,2.00
153069,2021-01-24,11:44,BANETTE,2,1.05
153070,2021-01-24,11:47,SPECIAL BREAD,2,2.40
153070,2021-01-24,11:47,ROYAL 4P,2,12.00
153071,2021-01-24,11:47,CHOU CHANTILLY,1,2.00
153071,2021-01-24,11:47,FLAN,1,2.00
153071,2021-01-24,11:47,TRADITIONAL BAGUETTE,1,1.20
153072,2021-01-24,11:49,TARTELETTE,1,2.00
153073,2021-01-24,11:49,TRADITIONAL BAGUETTE,4,1.20
153076,2021-01-24,11:50,BAGUETTE,1,0.90
153076,2021-01-24,11:50,FICELLE,1,0.60
153078,2021-01-24,11:52,TRADITIONAL BAGUETTE,2,1.20
153081,2021-01-24,11:54,TRADITIONAL BAGUETTE,1,1.20
153082,2021-01-24,11:55,TRADITIONAL BAGUETTE,1,1.20
153084,2021-01-24,11:56,PARIS BREST,1,2.00
153088,2021-01-24,11:59,QUIM BREAD,1,1.00
153088,2021-01-24,11:59,PAIN AU CHOCOLAT,1,1.20
153089,2021-01-24,12:00,KOUIGN AMANN,1,2.10
153089,2021-01-24,12:00,TRADITIONAL BAGUETTE,4,1.20
153090,2021-01-24,12:02,TRADITIONAL BAGUETTE,2,1.20
153090,2021-01-24,12:02,SPECIAL BREAD,1,2.40
153092,2021-01-24,12:03,VIK BREAD,1,2.50
153094,2021-01-24,12:05,MOISSON,1,2.00
153095,2021-01-24,12:07,TRADITIONAL BAGUETTE,2,1.20
153096,2021-01-24,12:08,TRADITIONAL BAGUETTE,2,1.20
153096,2021-01-24,12:08,GD KOUIGN AMANN,1,7.50
153097,2021-01-24,12:09,BAGUETTE GRAINE,2,1.30
153097,2021-01-24,12:09,TRADITIONAL BAGUETTE,3,1.20
153101,2021-01-24,12:17,TRADITIONAL BAGUETTE,2,1.20
153103,2021-01-24,12:18,BAGUETTE,1,0.90
153103,2021-01-24,12:18,TRADITIONAL BAGUETTE,1,1.20
153105,2021-01-24,12:21,PAIN AU CHOCOLAT,2,1.20
153105,2021-01-24,12:21,COUPE,1,0.15
153105,2021-01-24,12:21,TRADITIONAL BAGUETTE,1,1.20
153107,2021-01-24,12:23,PAIN AU CHOCOLAT,2,1.20
153107,2021-01-24,12:23,BAGUETTE,1,0.90
153109,2021-01-24,12:26,BAGUETTE GRAINE,3,1.30
153109,2021-01-24,12:26,SEIGLE,1,1.80
153110,2021-01-24,12:27,BOULE 400G,1,1.50
153111,2021-01-24,12:27,TRADITIONAL BAGUETTE,1,1.20
153112,2021-01-24,12:28,TRADITIONAL BAGUETTE,3,1.20
153113,2021-01-24,12:29,TRADITIONAL BAGUETTE,1,1.20
153114,2021-01-24,12:30,ECLAIR,1,2.00
153116,2021-01-24,12:33,COUPE,2,0.15
153116,2021-01-24,12:33,TRADITIONAL BAGUETTE,1,1.20
