ticket_number,date,time,article,Quantity,unit_price_euro
151284,2021-01-10,11:46,BANETTE,1,1.05
151285,2021-01-10,11:46,TRADITIONAL BAGUETTE,1,1.20
151288,2021-01-10,11:49,COUPE,1,0.15
151288,2021-01-10,11:49,BOULE 400G,1,1.50
151291,2021-01-10,11:54,DIVERS BOULANGERIE,1,1.00
151294,2021-01-10,11:55,CEREAL BAGUETTE,2,1.25
151297,2021-01-10,11:59,BANETTE,2,1.05
151300,2021-01-10,12:02,BAGUETTE,1,0.90
151300,2021-01-10,12:02,TRADITIONAL BAGUETTE,1,1.20
151301,2021-01-10,12:05,GACHE,1,5.00
151301,2021-01-10,12:05,BANETTE,1,1.05
151303,2021-01-10,12:07,TRADITIONAL BAGUETTE,2,1.20
151303,2021-01-10,12:07,NANTAIS,1,2.50
151305,2021-01-10,12:09,BANETTE,1,1.05
151306,2021-01-10,12:10,TRADITIONAL BAGUETTE,1,1.20
151307,2021-01-10,12:10,PAIN,2,1.15
151308,2021-01-10,12:11,CAMPAGNE,1,1.80
151308,2021-01-10,12:11,TRADITIONAL BAGUETTE,1,1.20
151310,2021-01-10,12:13,PAIN AU CHOCOLAT,2,1.20
151310,2021-01-10,12:13,TRADITIONAL BAGUETTE,2,1.20
151311,2021-01-10,12:13,TRADITIONAL BAGUETTE,1,1.20
151312,2021-01-10,12:14,TRADITIONAL BAGUETTE,1,1.20
151313,2021-01-10,12:15,GAL POMME 4P,1,8.00
151314,2021-01-10,12:17,CEREAL BAGUETTE,1,1.25
151315,2021-01-10,12:18,CROISSANT,1,1.10
151316,2021-01-10,12:19,GAL POMME 4P,1,8.00
151317,2021-01-10,12:19,SPECIAL BREAD,1,2.40
151318,2021-01-10,12:21,GAL POIRE CHOCO 6P,1,12.00
151318,2021-01-10,12:21,COUPE,1,0.15
151318,2021-01-10,12:21,TRADITIONAL BAGUETTE,1,1.20
151319,2021-01-10,12:22,TRADITIONAL BAGUETTE,2,1.20
151320,2021-01-10,12:22,TRADITIONAL BAGUETTE,2,1.20
151321,2021-01-10,12:23,SPECIAL BREAD,1,2.40
151322,2021-01-10,12:24,TRADITIONAL BAGUETTE,2,1.20
151324,2021-01-10,12:26,TRADITIONAL BAGUETTE,2,1.20
151328,2021-01-10,12:29,GAL FRANGIPANE 4P,1,8.00
151328,2021-01-10,12:29,TRADITIONAL BAGUETTE,1,1.20
151329,2021-01-10,12:29,TRADITIONAL BAGUETTE,4,1.20
151330,2021-01-10,12:30,SPECIAL BREAD,1,2.40
151332,2021-01-10,12:31,GAL FRANGIPANE 4P,1,8.00
151334,2021-01-10,12:33,GAL FRANGIPANE 4P,1,8.00
151336,2021-01-10,12:36,CHAUSSON AUX POMMES,2,1.40
151337,2021-01-10,12:38,TRADITIONAL BAGUETTE,1,1.20
151338,2021-01-10,12:39,CROISSANT AMANDES,2,1.40
151340,2021-01-10,12:40,COUPE,1,0.15
151341,2021-01-10,12:41,TRADITIONAL BAGUETTE,1,1.20
151341,2021-01-10,12:41,COUPE,1,0.15
151342,2021-01-10,12:42,COUPE,1,0.15
151343,2021-01-10,12:42,TRADITIONAL BAGUETTE,2,1.20
151348,2021-01-10,12:44,CAMPAGNE,1,1.80
151348,2021-01-10,12:44,COUPE,1,0.15
151350,2021-01-10,12:45,TRADITIONAL BAGUETTE,2,1.20
151351,2021-01-10,12:46,COMPLET,1,1.50
151351,2021-01-10,12:46,COUPE,1,0.15
151352,2021-01-10,12:47,BANETTE,2,1.05
151354,2021-01-10,12:49,BAGUETTE,1,0.90
151356,2021-01-10,12:50,GAL POMME 4P,1,8.00
151356,2021-01-10,12:50,TRADITIONAL BAGUETTE,3,1.20
151359,2021-01-10,12:53,DIVERS VIENNOISERIE,1,6.00
151359,2021-01-10,12:53,CAMPAGNE,1,1.80
151359,2021-01-10,12:53,TRADITIONAL BAGUETTE,1,1.20
151360,2021-01-10,12:55,CROISSANT AMANDES,1,1.40
151362,2021-01-10,12:56,COUPE,1,0.15
151363,2021-01-10,12:57,CROISSANT,5,1.10
151366,2021-01-10,13:00,TRADITIONAL BAGUETTE,2,1.20
151368,2021-01-10,13:01,TRADITIONAL BAGUETTE,2,1.20
151370,2021-01-10,13:03,BAGUETTE,1,0.90
151372,2021-01-10,13:05,TRADITIONAL BAGUETTE,2,1.20
151372,2021-01-10,13:05,GAL FRANGIPANE 4P,1,8.00
151376,2021-01-10,13:13,TRADITIONAL BAGUETTE,2,1.20
151377,2021-01-10,13:14,PAIN AU CHOCOLAT,1,1.20
151377,2021-01-10,13:14,TRADITIONAL BAGUETTE,2,1.20
151379,2021-01-10,13:20,BAGUETTE,1,0.90
151381,2021-01-10,13:22,TRADITIONAL BAGUETTE,1,1.20
151383,2021-01-10,13:25,GAL FRANGIPANE 6P,1,12.00
151386,2021-01-10,13:30,BAGUETTE,1,0.90
151386,2021-01-10,13:30,BANETTE,1,1.05
151387,2021-01-10,13:31,BAGUETTE,1,0.90
151388,2021-01-10,13:33,GALETTE 8 PERS,1,16.00
151389,2021-01-10,13:35,BANETTE,1,1.05
151390,2021-01-10,13:36,BANETTE,1,1.05
151391,2021-01-10,13:37,BANETTE,1,1.05
151392,2021-01-10,13:52,VIK BREAD,1,2.50
151393,2021-01-10,13:53,PAIN BANETTE,1,1.40
151394,2021-01-10,13:58,BAGUETTE,2,0.90
151394,2021-01-10,13:58,PAIN BANETTE,1,1.40
151396,2021-01-11,8:36,PAIN AU CHOCOLAT,1,1.20
151397,2021-01-11,8:43,BAGUETTE,1,0.90
151399,2021-01-11,8:58,COOKIE,1,1.00
151400,2021-01-11,9:00,TRADITIONAL BAGUETTE,2,1.20
151403,2021-01-11,9:17,TRADITIONAL BAGUETTE,6,1.20
151404,2021-01-11,9:20,CROISSANT,1,1.10
151407,2021-01-11,9:27,COUPE,1,0.15
151407,2021-01-11,9:27,BOULE 200G,1,1.10
151407,2021-01-11,9:27,TRADITIONAL BAGUETTE,1,1.20
151409,2021-01-11,9:30,BAGUETTE,1,0.90
151412,2021-01-11,9:38,TRADITIONAL BAGUETTE,2,1.20
151415,2021-01-11,9:55,BAGUETTE,1,0.90
151416,2021-01-11,9:58,PAIN,1,1.15
151419,2021-01-11,10:07,CROISSANT,1,1.10
151421,2021-01-11,10:10,TRADITIONAL BAGUETTE,1,1.20
151422,2021-01-11,10:14,BOULE 400G,1,1.50
151423,2021-01-11,10:23,BANETTE,1,1.05
151425,2021-01-11,10:35,FORMULE SANDWICH,1,6.50
151425,2021-01-11,10:35,QUIM BREAD,1,1.00
151426,2021-01-11,10:37,DEMI BAGUETTE,1,0.45
151428,2021-01-11,10:41,DIVERS PATISSERIE,1,8.00
151428,2021-01-11,10:41,CROISSANT,3,1.10
151431,2021-01-11,10:43,VIK BREAD,1,2.50
151431,2021-01-11,10:43,BANETTE,1,1.05
151433,2021-01-11,10:48,TRADITIONAL BAGUETTE,1,1.20
151434,2021-01-11,10:50,BAGUETTE,2,0.90
151438,2021-01-11,11:11,BAGUETTE,4,0.90
151439,2021-01-11,11:15,PAIN AU CHOCOLAT,1,1.20
151440,2021-01-11,11:15,BANETTE,1,1.05
151440,2021-01-11,11:15,NANTAIS,2,2.50
151441,2021-01-11,11:17,CROISSANT,1,1.10
151441,2021-01-11,11:17,DIVERS PATISSERIE,1,8.00
151444,2021-01-11,11:21,KOUIGN AMANN,1,2.10
151445,2021-01-11,11:21,CROISSANT,1,1.10
151446,2021-01-11,11:22,BANETTINE,1,0.60
151446,2021-01-11,11:22,BANETTE,1,1.05
151448,2021-01-11,11:30,BAGUETTE,1,0.90
151449,2021-01-11,11:34,QUIM BREAD,3,1.00
151449,2021-01-11,11:34,TRADITIONAL BAGUETTE,1,1.20
151451,2021-01-11,11:37,SANDWICH COMPLET,2,4.50
151452,2021-01-11,11:40,BOULE 200G,3,1.10
151456,2021-01-11,11:43,TRADITIONAL BAGUETTE,1,1.20
151457,2021-01-11,11:44,BANETTE,1,1.05
151458,2021-01-11,11:52,PAIN,1,1.15
151461,2021-01-11,12:08,FORMULE SANDWICH,1,6.50
151465,2021-01-11,12:16,COUPE,1,0.15
151465,2021-01-11,12:16,BOULE 400G,1,1.50
151466,2021-01-11,12:19,BAGUETTE,2,0.90
151468,2021-01-11,12:21,BOULE 200G,1,1.10
151468,2021-01-11,12:21,COUPE,1,0.15
151470,2021-01-11,12:24,BANETTE,1,1.05
151471,2021-01-11,12:26,BAGUETTE,1,0.90
151472,2021-01-11,12:27,FORMULE SANDWICH,1,6.50
151473,2021-01-11,12:29,TRADITIONAL BAGUETTE,1,1.20
151474,2021-01-11,12:30,TRADITIONAL BAGUETTE,1,1.20
151475,2021-01-11,12:30,COUPE,1,0.15
151476,2021-01-11,12:31,FORMULE SANDWICH,-1,6.50
151481,2021-01-11,12:46,TRADITIONAL BAGUETTE,1,1.20
151482,2021-01-11,12:53,SANDWICH COMPLET,1,4.50
151488,2021-01-11,13:06,BAGUETTE,1,0.90
151488,2021-01-11,13:06,COUPE,1,0.15
151490,2021-01-11,13:12,COUPE,1,0.15
151490,2021-01-11,13:12,DIVERS PATISSERIE,1,8.00
151490,2021-01-11,13:12,BRIOCHE,1,5.00
151492,2021-01-11,13:16,TRADITIONAL BAGUETTE,5,1.20
151494,2021-01-11,13:21,TRADITIONAL BAGUETTE,1,1.20
151495,2021-01-11,13:22,TRADITIONAL BAGUETTE,2,1.20
151496,2021-01-11,13:24,TRADITIONAL BAGUETTE,1,1.20
151502,2021-01-11,13:43,TRADITIONAL BAGUETTE,1,1.20
151502,2021-01-11,13:43,DIVERS PATISSERIE,1,8.00
151503,2021-01-11,13:45,TRADITIONAL BAGUETTE,2,1.20
151505,2021-01-11,13:52,SAND JB EMMENTAL,1,3.50
151510,2021-01-11,17:26,BAGUETTE,1,0.90
151511,2021-01-11,17:35,COUPE,1,0.15
151513,2021-01-11,17:50,COUPE,1,0.15
151513,2021-01-11,17:50,CAMPAGNE,1,1.80
151514,2021-01-11,17:53,BAGUETTE,3,0.90
151515,2021-01-11,17:57,BANETTE,1,1.05
151516,2021-01-11,18:02,PAIN AUX RAISINS,1,1.40
151516,2021-01-11,18:02,PAIN AU CHOCOLAT,1,1.20
151517,2021-01-11,18:06,PAIN AU CHOCOLAT,1,1.20
151518,2021-01-11,18:07,CAMPAGNE,1,1.80
151519,2021-01-11,18:16,FONDANT CHOCOLAT,2,2.50
151520,2021-01-11,18:22,COUPE,1,0.15
151521,2021-01-11,18:23,TRADITIONAL BAGUETTE,1,1.20
151521,2021-01-11,18:23,CHAUSSON AUX POMMES,1,1.40
151522,2021-01-11,18:32,COUPE,3,0.15
151522,2021-01-11,18:32,TRADITIONAL BAGUETTE,1,1.20
151528,2021-01-11,18:58,BANETTE,1,1.05
151529,2021-01-11,19:07,TRADITIONAL BAGUETTE,1,1.20
151532,2021-01-11,19:15,TRADITIONAL BAGUETTE,3,1.20
151533,2021-01-11,19:35,TRADITIONAL BAGUETTE,1,1.20
151535,2021-01-11,19:36,TRADITIONAL BAGUETTE,2,1.20
151536,2021-01-11,19:43,TRADITIONAL BAGUETTE,1,1.20
151537,2021-01-11,19:53,TRADITIONAL BAGUETTE,1,1.20
151539,2021-01-12,8:37,PAIN AU CHOCOLAT,1,1.20
151540,2021-01-12,8:44,PAIN AU CHOCOLAT,1,1.20
151540,2021-01-12,8:44,BAGUETTE,1,0.90
151542,2021-01-12,9:06,CROISSANT,2,1.10
151542,2021-01-12,9:06,COMPLET,1,1.50
151544,2021-01-12,9:08,PAIN AU CHOCOLAT,2,1.20
151546,2021-01-12,9:12,CAFE OU EAU,2,1.00
151547,2021-01-12,9:12,PAIN AU CHOCOLAT,1,1.20
151547,2021-01-12,9:12,CROISSANT,3,1.10
151549,2021-01-12,9:41,BANETTE,2,1.05
151550,2021-01-12,9:52,SPECIAL BREAD KG,1,4.80
151550,2021-01-12,9:52,CAMPAGNE,1,1.80
151550,2021-01-12,9:52,COUPE,1,0.15
151553,2021-01-12,10:14,BANETTE,1,1.05
151554,2021-01-12,10:15,TRADITIONAL BAGUETTE,1,1.20
151556,2021-01-12,10:23,TRADITIONAL BAGUETTE,1,1.20
151557,2021-01-12,10:29,BANETTE,1,1.05
151559,2021-01-12,10:42,TRADITIONAL BAGUETTE,2,1.20
151560,2021-01-12,10:44,TRADITIONAL BAGUETTE,1,1.20
151561,2021-01-12,10:50,COUPE,1,0.15
151562,2021-01-12,11:09,BAGUETTE,3,0.90
151563,2021-01-12,11:11,SANDWICH COMPLET,2,4.50
151565,2021-01-12,11:17,SPECIAL BREAD,1,2.40
151572,2021-01-12,11:32,PAIN CHOCO AMANDES,1,1.50
151572,2021-01-12,11:32,CHAUSSON AUX POMMES,1,1.40
151573,2021-01-12,11:34,BAGUETTE,2,0.90
151575,2021-01-12,11:38,BANETTINE,1,0.60
151577,2021-01-12,11:41,BANETTINE,1,0.60
151580,2021-01-12,11:45,PAIN AU CHOCOLAT,2,1.20
151580,2021-01-12,11:45,CROISSANT,2,1.10
151583,2021-01-12,11:49,BANETTE,1,1.05
151585,2021-01-12,11:56,SANDWICH COMPLET,1,4.50
151586,2021-01-12,11:58,COOKIE,5,1.00
151586,2021-01-12,11:58,CROISSANT,2,1.10
151587,2021-01-12,12:02,BANETTE,1,1.05
151588,2021-01-12,12:05,PAIN,1,1.15
151590,2021-01-12,12:08,TRADITIONAL BAGUETTE,1,1.20
151591,2021-01-12,12:08,BANETTE,1,1.05
151591,2021-01-12,12:08,BAGUETTE,1,0.90
151592,2021-01-12,12:10,COUPE,1,0.15
151592,2021-01-12,12:10,TRADITIONAL BAGUETTE,3,1.20
151594,2021-01-12,12:12,BANETTE,1,1.05
151595,2021-01-12,12:12,SPECIAL BREAD,1,2.40
151596,2021-01-12,12:16,TRADITIONAL BAGUETTE,1,1.20
151597,2021-01-12,12:20,BOULE 400G,1,1.50
151599,2021-01-12,12:27,TRADITIONAL BAGUETTE,2,1.20
151600,2021-01-12,12:28,BAGUETTE,1,0.90
151600,2021-01-12,12:28,TRADITIONAL BAGUETTE,1,1.20
151603,2021-01-12,12:33,BOULE 200G,1,1.10
151604,2021-01-12,12:37,DIVERS PATISSERIE,1,6.00
151605,2021-01-12,12:38,CAFE OU EAU,1,1.00
151606,2021-01-12,12:40,TRADITIONAL BAGUETTE,2,1.20
151608,2021-01-12,12:42,TRADITIONAL BAGUETTE,2,1.20
151611,2021-01-12,12:47,TRADITIONAL BAGUETTE,1,1.20
151615,2021-01-12,12:59,BANETTE,1,1.05
151618,2021-01-12,13:08,TRADITIONAL BAGUETTE,1,1.20
151619,2021-01-12,13:14,SPECIAL BREAD,1,2.40
151620,2021-01-12,13:14,TRADITIONAL BAGUETTE,1,1.20
151621,2021-01-12,13:15,FORMULE SANDWICH,1,6.50
151622,2021-01-12,13:18,DIVERS VIENNOISERIE,1,1.00
151622,2021-01-12,13:18,COUPE,1,0.15
151622,2021-01-12,13:18,KOUIGN AMANN,1,2.10
151622,2021-01-12,13:18,BOULE 400G,1,1.50
151622,2021-01-12,13:18,BAGUETTE,1,0.90
151623,2021-01-12,13:23,SAND JB EMMENTAL,1,3.50
151626,2021-01-12,13:31,FORMULE SANDWICH,1,6.50
151628,2021-01-12,13:41,SANDWICH COMPLET,1,4.50
151628,2021-01-12,13:41,SANDWICH COMPLET,1,4.50
151629,2021-01-12,13:43,BAGUETTE,1,0.90
151631,2021-01-12,13:58,PAIN,1,1.15
151632,2021-01-12,14:00,CEREAL BAGUETTE,1,1.25
151635,2021-01-12,17:35,DIVERS PATISSERIE,1,6.00
151636,2021-01-12,17:42,DIVERS PATISSERIE,1,6.00
151637,2021-01-12,17:45,CROISSANT,1,1.10
151638,2021-01-12,17:46,TRADITIONAL BAGUETTE,1,1.20
151639,2021-01-12,17:50,BANETTE,2,1.05
151640,2021-01-12,18:01,DIVERS PATISSERIE,1,6.00
151640,2021-01-12,18:01,DIVERS VIENNOISERIE,1,1.00
151643,2021-01-12,18:05,COMPLET,1,1.50
151643,2021-01-12,18:05,COUPE,1,0.15
151646,2021-01-12,18:21,TRADITIONAL BAGUETTE,3,1.20
151647,2021-01-12,18:22,BAGUETTE,1,0.90
151647,2021-01-12,18:22,PAIN AUX RAISINS,1,1.40
151648,2021-01-12,18:32,BOULE 400G,1,1.50
151649,2021-01-12,18:37,DEMI BAGUETTE,1,0.45
151650,2021-01-12,18:47,PAIN AU CHOCOLAT,1,1.20
151654,2021-01-12,19:40,TRADITIONAL BAGUETTE,1,1.20
151655,2021-01-12,19:45,TRADITIONAL BAGUETTE,1,1.20
151656,2021-01-12,19:48,TRADITIONAL BAGUETTE,1,1.20
151658,2021-01-14,8:38,CROISSANT,2,1.10
151661,2021-01-14,9:03,BAGUETTE,1,0.90
151662,2021-01-14,9:10,BAGUETTE,1,0.90
151663,2021-01-14,9:20,CAFE OU EAU,3,1.00
151664,2021-01-14,9:21,PAIN AU CHOCOLAT,3,1.20
151666,2021-01-14,9:26,NANTAIS,2,2.50
151666,2021-01-14,9:26,CROISSANT,4,1.10
151667,2021-01-14,9:33,BAGUETTE,1,0.90
151669,2021-01-14,9:39,DIVERS PATISSERIE,1,6.00
151670,2021-01-14,9:40,COUPE,1,0.15
151670,2021-01-14,9:40,PAIN AU CHOCOLAT,1,1.20
151670,2021-01-14,9:40,SPECIAL BREAD,1,2.40
151671,2021-01-14,9:42,TRADITIONAL BAGUETTE,2,1.20
151676,2021-01-14,9:49,CROISSANT,1,1.10
151676,2021-01-14,9:49,PAIN AU CHOCOLAT,1,1.20
151677,2021-01-14,9:52,TRADITIONAL BAGUETTE,1,1.20
151678,2021-01-14,9:56,COUPE,1,0.15
151679,2021-01-14,10:10,TRADITIONAL BAGUETTE,1,1.20
151680,2021-01-14,10:17,TRADITIONAL BAGUETTE,1,1.20
151681,2021-01-14,10:22,TRADITIONAL BAGUETTE,1,1.20
151682,2021-01-14,10:31,PAIN,1,1.15
151684,2021-01-14,10:47,CROISSANT,2,1.10
151685,2021-01-14,10:49,TRADITIONAL BAGUETTE,1,1.20
151686,2021-01-14,10:52,PAIN AU CHOCOLAT,1,1.20
151687,2021-01-14,10:54,CEREAL BAGUETTE,1,1.25
151689,2021-01-14,11:01,CROISSANT,2,1.10
151691,2021-01-14,11:11,DIVERS PATISSERIE,1,8.00
151691,2021-01-14,11:11,TRADITIONAL BAGUETTE,2,1.20
151693,2021-01-14,11:17,PAIN BANETTE,3,1.40
151694,2021-01-14,11:19,SPECIAL BREAD,1,2.40
151694,2021-01-14,11:19,COUPE,1,0.15
151695,2021-01-14,11:20,SEIGLE,1,1.80
151698,2021-01-14,11:29,BAGUETTE,1,0.90
151698,2021-01-14,11:29,COUPE,2,0.15
151698,2021-01-14,11:29,CAMPAGNE,2,1.80
151702,2021-01-14,11:49,MOISSON,1,2.00
151702,2021-01-14,11:49,TRADITIONAL BAGUETTE,1,1.20
151702,2021-01-14,11:49,CROISSANT,1,1.10
151702,2021-01-14,11:49,DIVERS PATISSERIE,1,8.00
151710,2021-01-14,12:08,PAIN BANETTE,1,1.40
151711,2021-01-14,12:08,TRADITIONAL BAGUETTE,1,1.20
151713,2021-01-14,12:12,SANDWICH COMPLET,1,4.50
151717,2021-01-14,12:16,COMPLET,1,1.50
151723,2021-01-14,12:32,BANETTE,1,1.05
151726,2021-01-14,12:45,SPECIAL BREAD,1,2.40
151731,2021-01-14,12:58,TRADITIONAL BAGUETTE,1,1.20
151732,2021-01-14,13:00,BOULE 200G,1,1.10
151734,2021-01-14,13:06,BAGUETTE,1,0.90
151738,2021-01-14,13:12,TRADITIONAL BAGUETTE,1,1.20
151738,2021-01-14,13:12,DIVERS PATISSERIE,1,8.00
151740,2021-01-14,13:13,DIVERS PATISSERIE,1,8.00
151740,2021-01-14,13:13,SPECIAL BREAD,1,2.40
151740,2021-01-14,13:13,COUPE,1,0.15
151743,2021-01-14,13:23,SANDWICH COMPLET,1,4.50
151744,2021-01-14,13:28,FORMULE SANDWICH,1,6.50
151747,2021-01-14,13:32,FORMULE SANDWICH,1,6.50
151748,2021-01-14,13:33,COUPE,1,0.15
151748,2021-01-14,13:33,MOISSON,1,2.00
151749,2021-01-14,13:35,COMPLET,1,1.50
151751,2021-01-14,13:40,BANETTE,1,1.05
151755,2021-01-14,13:47,BAGUETTE,8,0.90
151755,2021-01-14,13:47,BRIOCHE,1,5.00
151757,2021-01-14,13:49,TRADITIONAL BAGUETTE,1,1.20
151758,2021-01-14,13:54,SANDWICH COMPLET,2,4.50
151759,2021-01-14,13:56,SANDWICH COMPLET,1,4.50
151763,2021-01-14,17:28,COUPE,2,0.15
151763,2021-01-14,17:28,CAMPAGNE,2,1.80
151764,2021-01-14,17:36,TRADITIONAL BAGUETTE,1,1.20
151767,2021-01-14,17:54,COOKIE,1,1.00
151769,2021-01-14,18:00,PAIN AU CHOCOLAT,1,1.20
151769,2021-01-14,18:00,QUIM BREAD,1,1.00
151771,2021-01-14,18:05,KOUIGN AMANN,1,2.10
151772,2021-01-14,18:10,TRADITIONAL BAGUETTE,2,1.20
151774,2021-01-14,18:16,TRADITIONAL BAGUETTE,1,1.20
151775,2021-01-14,18:23,COUPE,1,0.15
151775,2021-01-14,18:23,SEIGLE,1,1.80
151776,2021-01-14,18:29,TRADITIONAL BAGUETTE,1,1.20
151778,2021-01-14,18:46,TRADITIONAL BAGUETTE,2,1.20
151780,2021-01-14,18:59,TRADITIONAL BAGUETTE,3,1.20
151782,2021-01-14,19:00,CROISSANT AMANDES,2,1.40
151784,2021-01-14,19:05,TRADITIONAL BAGUETTE,1,1.20
151786,2021-01-14,19:23,COUPE,1,0.15
151786,2021-01-14,19:23,MOISSON,1,2.00
151789,2021-01-14,19:37,TRADITIONAL BAGUETTE,2,1.20
151790,2021-01-14,19:39,BAGUETTE,1,0.90
151790,2021-01-14,19:39,PAIN BANETTE,1,1.40
151791,2021-01-14,19:47,DIVERS PATISSERIE,1,8.00
151794,2021-01-15,8:38,PAIN AU CHOCOLAT,2,1.20
151795,2021-01-15,8:39,CAFE OU EAU,1,1.00
151796,2021-01-15,8:40,BAGUETTE,1,0.90
151797,2021-01-15,8:41,PAIN AU CHOCOLAT,4,1.20
151798,2021-01-15,8:53,BAGUETTE,1,0.90
151798,2021-01-15,8:53,PAIN AU CHOCOLAT,1,1.20
151799,2021-01-15,8:53,CROISSANT AMANDES,1,1.40
151800,2021-01-15,9:01,BAGUETTE,1,0.90
151801,2021-01-15,9:10,DEMI BAGUETTE,1,0.45
151803,2021-01-15,9:19,BANETTINE,1,0.60
151804,2021-01-15,9:39,PAIN AUX RAISINS,2,1.40
151807,2021-01-15,9:53,COMPLET,3,1.50
151809,2021-01-15,10:00,GACHE,1,5.00
151810,2021-01-15,10:03,CROISSANT,20,1.10
151811,2021-01-15,10:03,CROISSANT,2,1.10
151811,2021-01-15,10:03,BANETTE,1,1.05
151812,2021-01-15,10:06,PAIN AU CHOCOLAT,1,1.20
151813,2021-01-15,10:10,DIVERS PATISSERIE,1,4.00
151813,2021-01-15,10:10,VIK BREAD,1,2.50
151817,2021-01-15,10:29,BANETTE,2,1.05
151820,2021-01-15,10:35,COUPE,1,0.15
151821,2021-01-15,10:38,BANETTE,1,1.05
151823,2021-01-15,10:55,TRADITIONAL BAGUETTE,4,1.20
151824,2021-01-15,10:56,BANETTE,1,1.05
151826,2021-01-15,11:11,SANDWICH COMPLET,1,4.50
151826,2021-01-15,11:11,CAFE OU EAU,1,1.00
151827,2021-01-15,11:20,TRADITIONAL BAGUETTE,1,1.20
151828,2021-01-15,11:27,COUPE,1,0.15
151828,2021-01-15,11:27,BOULE 400G,1,1.50
151829,2021-01-15,11:29,SPECIAL BREAD,1,2.40
151830,2021-01-15,11:30,FORMULE SANDWICH,1,6.50
151830,2021-01-15,11:30,QUIM BREAD,1,1.00
151832,2021-01-15,11:37,DIVERS PATISSERIE,1,8.00
151833,2021-01-15,11:43,BAGUETTE,2,0.90
151834,2021-01-15,11:45,BANETTE,3,1.05
151836,2021-01-15,11:48,TRADITIONAL BAGUETTE,1,1.20
151839,2021-01-15,12:01,TRADITIONAL BAGUETTE,1,1.20
151840,2021-01-15,12:04,BANETTE,1,1.05
151841,2021-01-15,12:05,COUPE,1,0.15
151843,2021-01-15,12:16,TRADITIONAL BAGUETTE,1,1.20
151844,2021-01-15,12:17,MOISSON,1,2.00
151844,2021-01-15,12:17,COUPE,1,0.15
151845,2021-01-15,12:27,TRADITIONAL BAGUETTE,1,1.20
151846,2021-01-15,12:31,COUPE,1,0.15
151850,2021-01-15,12:37,TRADITIONAL BAGUETTE,1,1.20
151851,2021-01-15,12:42,CROISSANT,4,1.10
151851,2021-01-15,12:42,SPECIAL BREAD,1,2.40
151851,2021-01-15,12:42,BAGUETTE,2,0.90
151851,2021-01-15,12:42,PAIN AU CHOCOLAT,4,1.20
151851,2021-01-15,12:42,TRADITIONAL BAGUETTE,2,1.20
151854,2021-01-15,12:51,CAMPAGNE,1,1.80
151854,2021-01-15,12:51,COUPE,1,0.15
151855,2021-01-15,12:55,TRADITIONAL BAGUETTE,1,1.20
151856,2021-01-15,12:57,MOISSON,1,2.00
151858,2021-01-15,13:00,TRADITIONAL BAGUETTE,3,1.20
151858,2021-01-15,13:00,CHAUSSON AUX POMMES,1,1.40
151861,2021-01-15,13:03,TRADITIONAL BAGUETTE,1,1.20
151863,2021-01-15,13:04,BANETTE,1,1.05
151865,2021-01-15,13:07,FORMULE SANDWICH,1,6.50
151866,2021-01-15,13:07,SANDWICH COMPLET,1,4.50
151867,2021-01-15,13:08,SPECIAL BREAD,1,2.40
151867,2021-01-15,13:08,SAND JB EMMENTAL,1,3.50
151868,2021-01-15,13:09,SPECIAL BREAD,1,2.40
151870,2021-01-15,13:21,TRADITIONAL BAGUETTE,1,1.20
151871,2021-01-15,13:26,CEREAL BAGUETTE,1,1.25
151873,2021-01-15,13:36,COUPE,1,0.15
151873,2021-01-15,13:36,VIK BREAD,1,2.50
151873,2021-01-15,13:36,SPECIAL BREAD KG,1,4.80
151873,2021-01-15,13:36,COMPLET,1,1.50
151875,2021-01-15,13:40,TRADITIONAL BAGUETTE,1,1.20
151878,2021-01-15,13:45,FORMULE SANDWICH,1,6.50
151880,2021-01-15,13:47,CAMPAGNE,1,1.80
151883,2021-01-15,13:53,COUPE,1,0.15
151885,2021-01-15,13:55,DIVERS SANDWICHS,1,4.50
151886,2021-01-15,13:56,BAGUETTE,1,0.90
151890,2021-01-15,13:59,COOKIE,2,1.00
151892,2021-01-15,14:07,SAND JB EMMENTAL,1,3.50
151895,2021-01-15,17:30,CAMPAGNE,2,1.80
151896,2021-01-15,17:36,COUPE,1,0.15
151896,2021-01-15,17:36,BANETTE,2,1.05
151899,2021-01-15,18:05,CROISSANT,1,1.10
151899,2021-01-15,18:05,TRADITIONAL BAGUETTE,2,1.20
151902,2021-01-15,18:16,TRADITIONAL BAGUETTE,3,1.20
151904,2021-01-15,18:26,TRADITIONAL BAGUETTE,1,1.20
151905,2021-01-15,18:29,PAIN BANETTE,1,1.40
151907,2021-01-15,18:32,PAIN AU CHOCOLAT,4,1.20
151908,2021-01-15,18:33,VIK BREAD,1,2.50
151910,2021-01-15,18:45,COUPE,2,0.15
151910,2021-01-15,18:45,MOISSON,2,2.00
151911,2021-01-15,18:49,BAGUETTE,3,0.90
151912,2021-01-15,18:50,TRADITIONAL BAGUETTE,1,1.20
151912,2021-01-15,18:50,PAIN CHOCO AMANDES,1,1.50
151913,2021-01-15,18:51,SPECIAL BREAD,1,2.40
151914,2021-01-15,19:02,BANETTE,2,1.05
151916,2021-01-15,19:03,BANETTE,1,1.05
151917,2021-01-15,19:08,TRADITIONAL BAGUETTE,1,1.20
151918,2021-01-15,19:13,COUPE,1,0.15
151921,2021-01-15,19:20,BAGUETTE,2,0.90
